Inspection Date,Score
08/21/2014,94
11/19/2015,95
08/04/2016,92
07/29/2016,94
01/25/2016,74
06/23/2016,98
01/30/2014,80
07/21/2014,94
12/09/2015,97
08/06/2015,100
03/24/2014,96
06/16/2015,97
05/07/2015,100
05/05/2015,86
09/06/2016,81
05/26/2015,93
11/19/2014,100
05/20/2014,100
06/02/2015,94
04/30/2015,100
12/26/2014,100
12/08/2015,84
04/08/2016,97
10/09/2015,95
04/20/2016,90
12/18/2013,91
03/06/2015,73
05/21/2014,59
09/18/2015,100
05/05/2016,91
04/29/2016,83
11/20/2015,99
12/02/2014,96
05/06/2014,100
07/22/2015,95
11/06/2014,100
07/09/2014,97
08/21/2015,88
08/09/2016,99
02/12/2015,100
12/09/2015,93
05/17/2016,97
06/13/2016,100
11/05/2014,100
09/29/2016,99
02/23/2015,90
01/30/2014,94
10/03/2016,88
06/02/2014,97
01/16/2014,94
04/26/2016,98
06/07/2016,94
12/30/2014,81
04/27/2015,72
11/25/2013,91
10/26/2015,93
12/07/2015,98
09/09/2016,89
12/04/2015,97
06/16/2016,45
12/23/2013,97
09/29/2015,76
05/19/2014,74
11/18/2014,97
09/09/2016,100
05/22/2015,97
07/22/2015,100
06/10/2015,100
07/27/2016,98
07/20/2015,97
01/27/2015,90
08/25/2015,73
03/31/2016,92
04/29/2014,100
11/27/2013,100
04/28/2016,97
04/09/2015,97
09/27/2016,93
02/13/2015,93
02/18/2014,97
03/24/2015,97
04/23/2014,87
09/22/2016,91
07/09/2015,94
08/12/2014,100
02/25/2014,94
02/26/2014,90
04/11/2014,100
12/19/2013,100
03/11/2015,93
10/21/2015,87
01/28/2016,91
08/25/2015,77
06/13/2016,95
05/27/2014,96
11/20/2013,100
12/04/2014,93
10/21/2015,100
02/16/2016,80
12/17/2015,97
03/13/2015,92
12/14/2013,90
11/30/2015,73
07/31/2014,92
07/26/2016,94
04/24/2014,96
03/18/2014,97
11/09/2015,96
06/24/2014,91
08/29/2016,97
10/20/2015,100
04/04/2014,89
10/22/2014,100
03/22/2016,82
03/02/2015,96
11/10/2015,99
02/25/2016,86
06/09/2016,100
08/12/2015,82
03/15/2016,96
09/10/2015,97
10/07/2014,100
01/29/2015,94
09/15/2016,87
09/14/2016,88
04/20/2016,93
09/10/2014,92
10/24/2014,100
07/03/2014,90
09/08/2014,96
10/13/2014,100
05/14/2014,82
01/13/2015,80
08/21/2014,95
03/02/2015,100
11/24/2014,81
12/01/2015,100
04/26/2016,98
03/31/2015,86
10/03/2016,95
05/14/2014,97
06/25/2014,91
06/12/2015,100
09/16/2015,100
12/21/2015,84
05/18/2015,81
02/08/2016,99
09/10/2015,87
08/05/2016,84
06/08/2016,78
08/30/2016,79
07/16/2014,87
11/14/2014,83
10/06/2016,79
06/23/2014,94
07/19/2014,97
02/27/2014,96
04/01/2016,95
07/23/2015,82
12/19/2013,100
02/19/2014,84
06/20/2014,83
07/27/2015,97
01/03/2014,100
11/04/2014,97
12/10/2014,88
10/28/2015,100
03/06/2015,91
04/01/2014,87
08/08/2016,96
03/27/2015,97
01/28/2016,96
09/28/2015,90
08/26/2015,94
12/16/2014,100
09/23/2016,85
05/15/2014,93
04/22/2015,100
02/19/2015,92
06/02/2015,79
04/29/2015,97
03/10/2014,94
05/22/2014,97
08/24/2016,88
04/03/2015,97
12/12/2014,90
04/28/2015,93
08/31/2016,91
03/03/2015,85
07/22/2015,92
01/27/2015,90
10/15/2014,94
05/23/2016,84
03/09/2016,98
04/30/2014,100
02/16/2016,89
03/08/2016,88
07/18/2016,70
11/22/2013,97
02/04/2014,100
01/11/2016,88
06/26/2014,79
10/17/2014,100
08/29/2014,94
01/12/2016,96
10/15/2014,91
09/08/2015,90
09/23/2015,100
09/22/2015,92
07/21/2016,92
06/18/2015,100
01/21/2015,90
10/27/2015,100
03/25/2014,78
09/30/2015,100
08/26/2016,93
04/14/2016,90
08/20/2015,94
05/17/2016,79
09/14/2016,96
08/25/2016,90
04/20/2016,63
04/17/2014,100
07/31/2015,93
05/15/2015,84
09/30/2016,91
11/20/2015,78
09/29/2015,100
02/12/2014,94
03/26/2014,96
07/16/2015,83
02/24/2016,87
06/06/2016,96
03/04/2015,71
02/25/2014,94
03/03/2014,92
02/08/2016,100
01/03/2014,97
06/11/2015,97
10/30/2014,100
03/09/2015,100
03/26/2014,85
09/29/2016,96
04/05/2016,90
04/07/2015,94
06/05/2015,90
10/30/2014,63
07/07/2016,93
05/15/2015,100
07/22/2014,100
10/27/2014,95
08/07/2014,80
02/10/2015,100
10/15/2014,100
05/16/2016,89
04/17/2014,97
04/29/2014,89
11/18/2015,100
03/21/2016,100
11/24/2015,92
07/19/2016,76
02/19/2014,100
02/17/2015,85
09/30/2014,93
05/13/2016,95
08/24/2015,97
05/27/2016,95
09/18/2014,100
08/25/2015,96
02/27/2014,88
02/12/2014,97
08/27/2015,84
05/16/2014,85
01/07/2016,92
06/17/2015,100
09/01/2015,100
06/18/2014,100
03/15/2016,95
02/19/2014,100
09/28/2015,90
09/15/2014,100
04/02/2014,100
02/02/2016,92
01/25/2016,63
09/09/2014,97
09/15/2016,86
04/30/2014,76
04/23/2015,100
11/19/2013,91
03/18/2015,97
10/14/2014,96
10/09/2014,93
11/19/2013,86
01/05/2015,100
11/17/2015,97
05/20/2015,97
09/20/2016,100
10/13/2016,99
11/15/2013,100
02/20/2015,100
07/20/2015,100
06/20/2014,90
03/14/2014,96
07/16/2015,91
01/15/2016,95
04/21/2014,85
05/01/2015,97
11/20/2013,94
05/14/2015,97
12/03/2015,80
05/28/2014,88
04/17/2015,100
04/24/2014,94
01/13/2014,94
02/01/2016,77
06/29/2016,91
09/09/2014,84
11/19/2013,82
03/01/2016,77
09/06/2016,97
06/03/2016,88
02/28/2014,97
03/23/2016,98
06/23/2016,95
03/26/2014,93
10/27/2014,91
05/28/2015,93
04/17/2015,97
09/06/2016,79
09/01/2016,96
07/07/2014,97
10/11/2016,95
08/02/2016,94
06/06/2016,100
03/28/2014,100
05/14/2014,86
02/09/2016,94
05/17/2016,97
04/13/2016,98
01/07/2015,82
01/13/2015,81
01/15/2016,83
01/28/2016,93
05/05/2015,92
01/21/2015,100
09/03/2014,78
06/20/2016,84
04/05/2016,95
07/25/2014,100
03/24/2014,93
11/05/2015,85
12/30/2013,96
07/28/2016,98
02/18/2015,88
10/04/2016,97
07/21/2015,97
03/09/2015,100
04/23/2015,93
04/28/2016,93
09/02/2014,97
12/14/2015,91
09/16/2014,96
03/02/2015,100
08/28/2014,97
09/25/2015,97
01/09/2015,100
09/24/2015,89
03/21/2016,94
02/24/2015,88
01/05/2016,100
05/05/2016,94
06/15/2015,86
03/25/2015,94
02/21/2014,91
12/17/2014,77
04/08/2014,100
11/20/2015,92
02/26/2014,90
01/06/2015,83
01/30/2015,89
01/15/2015,86
09/19/2016,94
07/14/2014,84
06/09/2016,100
08/13/2015,92
12/15/2014,100
07/15/2014,96
08/04/2015,82
03/03/2014,81
07/31/2015,100
05/22/2015,94
12/07/2015,90
08/27/2015,93
09/09/2015,93
07/28/2015,100
01/09/2015,92
04/29/2015,93
09/22/2015,97
04/20/2015,88
09/29/2016,96
05/06/2015,97
10/06/2014,93
06/05/2014,82
06/25/2014,100
07/02/2015,93
06/26/2014,80
01/28/2016,100
06/29/2015,84
01/21/2015,93
12/23/2013,93
07/17/2015,95
03/28/2014,100
10/20/2014,60
04/01/2014,100
05/19/2014,89
01/27/2015,90
10/06/2016,72
03/22/2016,87
06/29/2016,98
04/02/2015,90
05/20/2014,94
08/05/2015,93
07/29/2016,94
01/26/2016,95
05/20/2014,94
03/27/2014,92
12/30/2014,100
02/19/2015,100
11/23/2015,96
08/24/2016,100
04/17/2015,80
01/23/2015,93
04/28/2015,100
03/17/2016,96
01/13/2014,85
06/05/2015,91
04/16/2014,97
03/17/2014,91
05/26/2015,100
03/20/2015,93
05/12/2016,94
12/30/2014,100
02/05/2015,97
05/14/2014,97
04/15/2016,96
03/22/2016,87
04/01/2016,89
12/03/2013,90
06/24/2015,97
12/08/2015,83
10/27/2014,87
04/01/2016,96
07/09/2015,94
04/30/2014,97
09/29/2016,90
09/30/2016,95
02/14/2014,100
02/10/2015,96
04/13/2016,79
11/21/2014,97
03/12/2015,92
02/26/2015,97
04/19/2016,92
06/06/2016,95
11/25/2015,83
08/30/2016,90
05/21/2014,94
10/10/2014,91
07/16/2015,97
04/15/2015,88
03/24/2016,85
07/13/2015,89
05/12/2016,94
12/02/2015,96
09/10/2014,86
11/20/2015,78
02/19/2015,78
08/07/2014,82
01/14/2016,96
03/06/2014,73
07/30/2015,93
05/27/2014,97
06/30/2015,97
01/16/2014,97
09/24/2015,82
02/24/2015,96
06/12/2015,90
05/01/2014,100
07/24/2015,91
05/26/2016,94
07/01/2015,97
11/08/2013,92
09/10/2015,93
07/08/2015,76
08/17/2015,91
03/28/2016,95
03/31/2016,98
07/06/2015,85
02/23/2016,100
10/07/2016,98
09/18/2014,93
02/13/2014,91
01/07/2016,92
12/08/2014,90
09/27/2016,72
07/17/2015,97
08/11/2015,97
07/05/2016,92
03/07/2016,80
09/26/2016,82
07/23/2015,100
07/30/2015,84
01/23/2015,96
01/11/2016,99
01/16/2014,94
06/07/2016,97
04/13/2015,97
06/23/2014,97
01/20/2015,100
03/03/2015,72
03/11/2014,85
01/23/2014,93
07/09/2015,94
05/02/2014,89
05/16/2016,77
07/27/2015,100
02/27/2014,76
04/28/2015,100
05/10/2016,92
03/13/2014,97
07/10/2014,100
01/05/2016,98
08/18/2014,95
03/20/2014,97
01/08/2015,82
11/25/2013,90
01/30/2015,88
07/30/2014,94
09/16/2015,81
03/07/2016,95
09/08/2015,100
08/21/2014,95
09/26/2014,90
07/29/2015,77
01/30/2015,87
02/09/2016,100
09/22/2014,96
12/15/2015,97
06/20/2016,97
09/02/2014,100
06/06/2016,90
12/10/2014,84
02/19/2015,87
03/30/2015,97
11/13/2014,97
05/04/2016,93
01/22/2015,100
07/20/2016,95
09/08/2016,97
09/18/2015,100
06/29/2016,90
08/09/2016,98
10/12/2016,82
11/06/2015,95
08/27/2014,100
03/01/2016,83
09/01/2016,100
02/26/2016,85
09/15/2015,100
05/12/2015,92
05/12/2015,97
07/08/2015,100
05/28/2014,82
09/19/2016,91
12/08/2015,94
04/24/2014,81
04/07/2014,89
04/23/2015,94
02/02/2016,73
08/12/2015,97
10/06/2015,100
12/01/2015,90
04/15/2014,100
07/08/2015,79
04/12/2016,75
02/23/2016,86
02/09/2016,95
09/24/2015,100
04/11/2016,98
11/07/2014,97
01/08/2014,86
01/09/2014,97
01/28/2016,100
11/14/2013,91
12/29/2014,94
03/10/2015,92
07/02/2015,97
04/02/2015,92
04/29/2015,97
08/31/2016,91
09/17/2015,97
04/23/2015,91
03/23/2015,92
09/08/2016,90
07/10/2015,95
12/11/2015,86
04/14/2014,100
03/09/2016,95
05/26/2015,74
10/14/2014,81
02/25/2016,81
01/21/2016,92
07/15/2014,80
10/01/2015,100
03/12/2015,93
10/29/2015,86
02/24/2016,89
02/25/2015,93
12/11/2015,99
04/19/2016,87
10/27/2014,90
12/16/2015,97
01/21/2016,81
01/19/2016,97
03/28/2014,87
10/13/2015,100
08/11/2015,93
06/28/2016,83
02/22/2016,75
06/04/2015,90
03/19/2015,78
03/17/2015,96
12/21/2015,93
04/11/2014,100
04/08/2014,97
02/02/2016,76
03/26/2014,100
12/10/2014,96
01/12/2015,100
07/30/2015,96
03/20/2014,100
12/09/2014,90
05/23/2016,84
05/13/2016,89
12/15/2014,97
08/02/2016,95
03/16/2016,80
01/26/2015,97
06/15/2016,95
01/23/2014,95
01/22/2015,100
02/05/2016,97
09/16/2016,80
08/30/2016,100
05/02/2014,58
07/30/2014,97
10/24/2014,82
04/12/2016,100
10/23/2014,91
09/25/2015,92
04/14/2015,100
02/04/2016,96
04/19/2016,98
07/27/2015,93
07/16/2014,87
01/28/2016,89
06/20/2016,77
08/03/2016,91
02/25/2016,83
07/29/2015,86
10/27/2015,84
09/23/2014,85
07/16/2014,81
09/10/2015,90
11/18/2015,90
06/17/2015,97
08/10/2016,85
07/08/2014,78
04/17/2014,100
07/08/2016,86
07/31/2014,92
03/05/2015,97
03/12/2015,94
01/13/2015,97
09/06/2016,87
08/10/2015,97
02/25/2016,85
09/06/2016,100
08/15/2014,86
08/06/2014,96
06/21/2016,85
04/16/2014,92
09/29/2016,81
05/15/2015,87
08/31/2016,90
11/06/2015,88
05/21/2014,97
01/07/2015,95
01/04/2016,95
09/12/2014,97
10/23/2014,100
06/23/2016,86
04/21/2016,91
10/13/2014,90
03/23/2016,79
03/31/2016,93
09/11/2014,86
07/23/2015,97
10/13/2016,97
01/15/2015,77
05/19/2015,96
02/19/2014,88
12/01/2015,94
07/09/2015,77
07/30/2015,75
05/05/2014,100
01/25/2016,85
06/28/2016,94
11/24/2015,98
03/18/2015,93
11/03/2015,100
10/21/2014,75
03/19/2014,93
08/20/2015,92
05/28/2015,89
02/14/2014,87
06/29/2016,92
07/14/2015,92
12/16/2015,80
03/10/2015,77
06/13/2014,84
04/01/2015,85
10/10/2016,94
05/11/2015,76
07/23/2014,88
11/05/2015,90
03/09/2015,89
01/07/2014,90
03/24/2016,88
07/02/2014,90
04/06/2015,100
01/07/2014,89
11/04/2014,82
03/20/2014,96
04/01/2016,88
02/02/2016,93
05/09/2016,94
07/03/2014,97
04/15/2015,100
03/11/2015,100
06/07/2016,89
06/17/2015,92
09/15/2015,100
04/27/2016,83
10/05/2016,87
03/11/2014,75
07/21/2015,96
08/27/2015,97
09/29/2015,82
05/05/2016,92
07/07/2014,89
01/08/2016,88
09/19/2014,97
01/31/2014,83
02/24/2016,96
04/13/2016,100
06/25/2015,97
05/27/2015,79
06/01/2015,76
05/18/2016,92
10/03/2016,90
08/05/2014,100
09/09/2016,93
09/21/2016,88
09/15/2016,92
03/12/2014,100
01/28/2015,97
10/05/2016,97
03/10/2015,93
03/08/2016,92
04/13/2016,97
02/11/2014,96
07/01/2016,85
01/07/2014,100
01/29/2015,93
08/04/2016,96
10/27/2015,94
10/24/2015,100
12/12/2014,89
08/14/2014,100
07/15/2016,95
03/08/2016,86
12/12/2013,86
07/13/2015,93
03/17/2014,83
04/02/2014,86
03/01/2016,83
05/11/2015,97
09/13/2016,74
08/18/2015,97
02/03/2015,87
09/03/2015,97
02/24/2015,100
06/27/2016,95
05/01/2015,89
09/23/2015,85
08/02/2016,98
10/02/2015,100
05/15/2014,93
07/22/2014,100
09/21/2015,96
07/16/2015,93
04/22/2015,88
07/18/2016,95
09/30/2016,76
01/30/2015,97
10/16/2015,63
08/19/2015,76
04/08/2014,97
01/15/2014,85
12/15/2014,83
02/21/2014,100
02/18/2016,94
02/11/2014,94
07/22/2015,96
11/04/2013,89
10/30/2015,93
09/01/2016,97
07/02/2015,94
06/24/2014,91
08/25/2015,100
05/31/2016,92
12/10/2014,96
01/05/2015,89
11/18/2015,100
05/05/2014,89
08/11/2014,100
04/07/2016,93
06/09/2014,100
05/21/2014,97
11/17/2015,94
04/07/2014,85
08/16/2016,94
09/10/2015,90
12/11/2014,97
09/15/2015,90
05/17/2016,84
06/20/2014,96
04/29/2015,100
12/05/2013,85
12/09/2014,90
05/02/2016,97
07/19/2016,91
01/14/2014,92
12/06/2013,100
02/03/2016,94
04/13/2015,89
12/09/2015,95
07/16/2015,94
03/22/2016,100
08/26/2014,93
11/06/2015,91
11/23/2015,100
11/06/2014,100
11/25/2015,93
06/28/2016,85
08/27/2015,90
02/08/2016,82
11/15/2013,83
07/26/2016,95
06/26/2014,84
09/10/2015,95
02/27/2015,53
03/18/2014,100
11/17/2014,71
07/22/2014,93
06/03/2016,93
08/22/2014,89
03/24/2016,99
03/22/2016,96
09/26/2016,95
03/29/2016,92
10/06/2016,99
12/17/2015,80
09/09/2016,89
09/25/2014,88
02/05/2015,93
09/03/2015,94
06/20/2016,90
07/07/2015,100
05/17/2016,96
09/14/2016,99
06/09/2014,97
03/25/2015,100
08/19/2014,71
04/04/2014,88
01/17/2014,100
12/18/2015,97
07/22/2015,93
04/14/2016,77
12/13/2013,100
07/10/2014,93
11/14/2014,87
02/05/2016,96
01/09/2015,100
04/01/2015,97
08/26/2014,100
08/26/2014,100
10/15/2015,100
10/20/2015,89
10/02/2014,88
09/23/2014,90
09/14/2016,97
05/04/2016,98
08/11/2015,85
08/12/2014,96
05/05/2016,95
07/17/2015,97
09/14/2016,94
10/19/2015,94
02/11/2014,100
02/11/2015,78
11/27/2013,82
01/14/2015,94
12/18/2014,74
11/15/2013,100
10/16/2014,100
11/18/2015,96
08/05/2016,96
01/19/2016,96
08/26/2015,86
12/16/2014,100
05/30/2014,73
01/06/2016,93
06/18/2015,97
06/09/2014,87
01/14/2015,100
10/19/2015,80
03/09/2016,89
06/22/2016,82
04/01/2014,94
03/17/2016,79
07/26/2016,91
09/10/2015,100
03/30/2016,86
09/06/2016,87
09/09/2015,89
05/13/2015,94
01/29/2014,93
10/27/2015,90
07/19/2016,88
06/16/2015,96
01/15/2015,92
12/05/2013,94
07/15/2014,78
01/29/2014,89
03/31/2015,97
01/15/2015,81
06/01/2016,79
11/25/2013,94
06/19/2014,83
09/05/2014,94
05/20/2016,91
12/16/2015,97
11/24/2015,93
08/08/2016,95
07/29/2014,97
08/10/2016,97
08/04/2015,87
04/06/2016,85
01/21/2014,97
12/01/2015,97
08/14/2014,100
08/25/2016,89
12/31/2014,97
02/12/2014,93
05/17/2016,92
06/11/2015,90
08/24/2015,100
07/30/2015,100
06/27/2016,87
08/30/2016,87
07/16/2014,100
06/23/2016,90
12/19/2014,91
06/25/2015,97
10/06/2014,96
04/02/2015,78
12/18/2013,93
12/10/2014,87
06/24/2015,93
10/02/2015,93
01/26/2016,71
11/16/2015,70
12/26/2014,100
02/02/2015,83
03/13/2014,88
11/10/2014,93
11/07/2013,81
06/12/2014,96
09/29/2015,91
10/12/2016,85
09/09/2016,98
07/29/2015,87
07/21/2016,93
01/28/2014,97
10/08/2015,100
05/14/2014,97
02/14/2014,92
08/26/2014,97
08/27/2014,82
08/18/2015,78
09/21/2015,90
09/16/2015,83
06/04/2015,100
06/26/2014,94
08/20/2014,100
11/13/2014,94
02/19/2015,81
08/15/2016,94
10/23/2014,97
04/08/2016,94
03/02/2016,98
11/05/2014,97
12/06/2013,89
10/12/2016,99
08/09/2016,98
05/20/2015,100
02/05/2014,78
01/21/2016,89
12/11/2014,96
10/12/2016,89
08/08/2014,97
08/17/2016,93
10/07/2016,71
10/19/2015,86
05/03/2016,84
09/29/2016,85
06/15/2016,100
08/29/2016,100
01/09/2014,87
08/03/2016,83
02/01/2016,100
06/09/2015,86
10/13/2015,100
12/16/2015,96
10/16/2014,90
04/07/2014,87
04/23/2015,81
08/31/2016,90
12/11/2014,82
09/16/2014,77
08/27/2015,93
12/16/2014,93
01/28/2014,88
12/12/2013,100
12/03/2015,100
10/27/2014,90
09/30/2014,96
01/06/2016,91
10/24/2014,83
02/04/2016,82
08/09/2016,80
12/01/2015,96
12/11/2015,88
05/03/2014,100
03/16/2016,95
06/04/2015,86
10/05/2016,91
07/17/2014,100
01/28/2016,84
10/15/2014,70
01/29/2016,82
08/01/2016,89
06/09/2015,78
04/08/2016,100
02/04/2014,97
03/21/2016,91
07/10/2014,93
01/08/2016,94
08/12/2014,88
01/13/2015,100
11/18/2014,100
02/12/2016,62
02/20/2015,79
07/22/2014,97
04/03/2014,86
11/05/2013,97
03/26/2015,83
09/12/2016,95
09/18/2014,91
11/20/2015,91
09/15/2015,97
12/01/2014,100
11/13/2013,100
10/16/2015,100
08/06/2014,97
09/17/2015,95
09/27/2016,83
12/23/2015,95
03/23/2016,99
07/25/2014,96
02/25/2016,98
01/22/2016,91
09/02/2016,90
05/16/2016,82
08/24/2015,100
03/10/2014,88
10/13/2015,94
01/15/2014,93
11/19/2015,92
05/24/2016,88
02/29/2016,80
03/28/2014,90
04/11/2016,98
12/18/2014,100
02/10/2016,94
08/24/2015,96
11/05/2014,90
10/06/2016,95
01/13/2015,97
10/03/2016,98
05/13/2014,79
11/18/2015,95
12/07/2015,100
06/11/2015,100
11/12/2015,79
06/19/2014,85
11/06/2015,91
04/22/2014,100
07/19/2016,79
04/09/2014,97
01/05/2016,99
07/21/2015,86
04/05/2016,88
03/22/2016,100
07/28/2014,94
04/15/2014,97
02/11/2014,88
10/20/2015,100
09/11/2015,89
09/22/2014,83
02/17/2016,74
03/09/2015,89
07/22/2016,87
04/08/2015,100
07/02/2015,94
08/14/2015,83
11/19/2015,90
10/13/2016,99
02/09/2015,84
05/27/2015,96
08/27/2014,93
01/13/2015,97
02/25/2014,97
01/21/2015,97
05/27/2016,93
04/04/2014,97
03/10/2015,92
04/08/2014,96
01/12/2016,97
08/01/2016,89
06/30/2014,93
09/04/2014,100
04/03/2015,96
07/17/2015,80
09/19/2016,97
01/21/2014,76
09/13/2016,98
06/23/2016,94
03/17/2016,87
04/22/2016,96
08/06/2015,97
02/22/2016,53
10/02/2015,89
07/27/2015,97
01/29/2016,96
06/29/2015,100
04/10/2015,85
12/18/2013,100
10/20/2014,100
11/12/2015,96
06/06/2014,100
12/29/2014,93
02/22/2016,97
04/01/2015,90
03/31/2015,96
06/08/2016,90
03/10/2016,79
03/27/2015,91
10/08/2014,93
10/13/2015,96
03/24/2014,97
05/10/2016,84
08/03/2016,92
02/18/2014,57
05/15/2015,100
06/09/2015,100
08/18/2014,85
03/17/2016,95
12/15/2015,86
05/05/2014,94
07/06/2016,100
08/10/2016,91
12/19/2015,95
03/19/2015,94
09/22/2016,89
01/10/2014,97
07/01/2014,97
02/25/2015,93
11/30/2015,95
02/11/2014,95
07/22/2016,74
08/05/2015,100
10/12/2016,88
12/21/2015,100
12/09/2014,87
11/23/2015,93
05/03/2016,93
11/06/2014,76
03/07/2016,89
09/09/2014,100
08/10/2016,86
02/08/2016,90
09/18/2015,94
08/25/2014,78
09/22/2015,93
08/26/2016,90
09/22/2016,95
02/19/2016,92
12/23/2013,96
12/10/2015,100
07/22/2015,90
02/11/2016,95
03/27/2015,93
03/26/2015,85
05/11/2016,98
02/10/2016,98
02/19/2014,86
05/15/2015,100
03/27/2014,71
03/18/2015,86
02/22/2016,95
12/08/2015,88
08/06/2015,82
10/13/2014,70
03/12/2014,97
04/16/2015,94
01/19/2016,95
01/21/2014,90
05/12/2015,85
07/08/2016,97
11/03/2015,97
05/14/2014,95
07/21/2016,97
08/24/2016,99
04/29/2014,93
03/27/2014,100
09/12/2016,85
11/07/2013,100
12/10/2014,92
11/03/2015,97
07/03/2014,89
12/20/2013,94
03/15/2016,87
01/11/2016,96
10/23/2014,95
05/04/2015,94
05/08/2015,93
08/11/2016,88
04/12/2016,83
10/09/2015,95
04/07/2015,91
06/22/2016,93
06/29/2015,90
07/27/2016,99
04/22/2014,97
07/07/2015,97
10/07/2014,91
09/08/2016,97
10/09/2014,85
03/29/2016,96
08/18/2015,100
05/12/2016,95
06/16/2015,100
09/23/2016,97
08/07/2015,90
06/09/2016,86
09/15/2015,89
11/25/2013,100
10/07/2015,85
06/24/2014,100
01/15/2014,96
03/30/2016,100
05/29/2015,94
08/06/2015,100
07/22/2015,100
04/21/2016,78
12/08/2014,100
08/20/2014,97
06/22/2015,96
09/18/2014,97
07/16/2015,100
05/31/2016,94
01/12/2015,85
10/07/2016,94
08/27/2015,97
07/12/2016,93
05/02/2016,96
09/07/2016,95
12/08/2015,92
12/06/2013,96
11/25/2015,87
07/10/2014,93
10/16/2014,96
08/30/2016,87
03/12/2015,91
05/01/2015,96
06/15/2016,91
02/25/2015,91
09/01/2016,98
11/09/2015,79
10/06/2016,74
05/13/2014,100
12/18/2014,100
09/23/2015,90
05/01/2015,82
04/16/2015,81
02/08/2016,84
11/07/2013,100
06/30/2016,96
07/14/2015,100
08/06/2014,94
02/09/2016,92
10/16/2014,100
01/14/2014,96
06/24/2014,82
01/31/2014,75
02/06/2015,100
01/22/2014,100
04/14/2015,84
09/29/2016,85
08/05/2016,96
07/30/2015,97
03/10/2016,78
05/27/2016,86
04/24/2015,93
08/14/2014,96
01/06/2015,66
04/03/2015,100
08/24/2016,95
12/03/2015,96
02/21/2014,96
01/07/2016,98
11/07/2014,85
02/23/2015,97
01/28/2014,94
06/10/2014,90
02/19/2014,100
09/22/2015,100
03/15/2016,94
03/29/2016,91
05/22/2015,100
09/18/2014,86
01/22/2014,100
08/09/2016,98
09/01/2016,98
12/14/2015,90
07/02/2015,100
04/08/2015,100
12/17/2015,83
01/27/2015,94
03/02/2016,90
03/25/2015,96
05/15/2015,90
11/04/2014,90
10/04/2016,96
01/30/2014,100
09/03/2015,93
09/15/2016,100
06/04/2014,95
09/15/2015,100
07/24/2015,93
03/19/2015,73
02/23/2016,85
04/30/2015,97
05/18/2016,91
12/10/2013,96
06/07/2016,99
12/17/2015,98
12/22/2015,97
05/02/2016,100
01/21/2016,96
08/30/2016,88
08/07/2014,97
12/04/2013,88
03/27/2015,93
02/10/2015,92
04/16/2014,84
07/24/2014,89
06/27/2014,88
01/12/2015,91
04/07/2016,99
02/03/2016,94
04/06/2016,92
11/13/2013,80
07/24/2015,83
05/16/2016,91
01/22/2015,73
09/05/2014,100
02/06/2015,86
11/27/2013,70
08/19/2015,97
09/19/2016,96
02/25/2015,88
07/14/2016,87
07/16/2015,90
09/28/2015,94
04/07/2015,80
12/03/2015,98
10/24/2014,92
02/03/2014,97
06/30/2015,73
07/28/2015,100
08/04/2016,92
01/09/2014,93
01/22/2016,97
10/06/2016,95
05/27/2015,85
03/11/2015,78
12/02/2015,89
08/12/2014,97
08/18/2016,92
03/11/2016,90
07/12/2014,100
07/31/2015,94
08/03/2016,97
08/05/2016,96
09/30/2015,88
02/22/2016,87
08/08/2014,84
02/25/2016,83
12/04/2015,96
07/01/2016,98
03/12/2015,100
03/30/2016,100
01/14/2014,86
08/06/2014,81
05/12/2014,76
07/25/2014,94
03/20/2014,96
10/22/2015,97
05/11/2015,100
02/21/2014,92
08/06/2014,97
11/19/2013,100
07/16/2015,90
09/04/2015,86
11/06/2015,98
05/06/2016,97
08/06/2014,97
01/13/2014,97
06/17/2015,93
09/22/2014,97
02/26/2014,100
05/19/2015,97
05/10/2016,92
09/14/2016,94
11/05/2015,100
03/28/2014,94
09/10/2015,78
02/05/2015,80
09/30/2015,100
04/11/2014,96
01/05/2015,81
11/07/2014,88
01/08/2016,96
09/24/2015,88
07/01/2016,90
01/13/2015,100
11/19/2014,93
10/29/2014,94
05/20/2015,100
07/27/2015,97
08/05/2015,100
01/28/2014,100
09/15/2015,95
02/04/2016,94
10/27/2015,88
09/18/2014,85
12/18/2014,86
08/16/2016,96
03/18/2016,98
07/01/2015,100
12/19/2014,97
08/25/2015,97
02/03/2014,94
12/17/2015,86
10/07/2014,100
04/11/2016,93
11/17/2015,94
12/19/2013,94
04/28/2016,90
01/14/2014,75
02/16/2016,91
08/13/2015,92
06/15/2015,94
05/27/2014,100
09/12/2016,92
07/27/2015,85
03/14/2016,78
04/29/2015,93
07/21/2014,72
10/03/2016,97
05/12/2015,94
02/25/2015,81
01/07/2015,94
12/04/2014,88
06/03/2016,91
08/31/2015,97
03/22/2016,97
10/20/2015,91
09/21/2016,100
05/21/2015,86
12/11/2014,86
08/22/2014,90
07/10/2014,89
03/19/2014,88
03/23/2016,70
04/02/2015,90
05/03/2016,92
07/08/2016,80
06/23/2015,93
08/23/2016,95
07/12/2016,99
10/03/2016,81
01/31/2014,97
12/07/2015,95
08/28/2014,82
02/18/2016,94
06/07/2016,99
07/29/2015,100
07/21/2014,94
08/27/2014,90
10/09/2015,100
08/04/2016,97
02/27/2014,94
12/18/2014,100
04/15/2014,86
11/23/2015,99
08/23/2016,84
01/14/2015,93
03/30/2016,100
03/14/2016,96
